dstMac,srcMac,IPType,version,header length,type of service,total length,header identification,others and fragment offset,time to live,type of protocol,header checksum,src IP address,dst IP address
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,6,16384,40,6,43410,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,7,16384,40,6,43409,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,8,16384,40,6,43408,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,9,16384,40,6,43407,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,41,6,43160,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,41,6,43159,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,41,6,43158,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,41,6,43157,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,4,16384,41,6,43156,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,40,6,43416,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,40,6,43415,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,35,6,58884,121.199.67.63,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,35,6,58883,121.199.67.63,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,35,6,58884,121.199.67.63,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,35,6,58883,121.199.67.63,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,35,6,58884,121.199.67.63,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,35,6,58883,121.199.67.63,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,35,6,58882,121.199.67.63,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,593,3,16384,35,6,59608,121.199.67.63,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,40,0,16384,37,6,54646,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,37,6,53365,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,37,6,53365,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1093,3,16384,37,6,53592,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,79,0,16384,37,6,54609,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,52728,172.30.3.167,121.199.67.63
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,52728,172.30.3.167,121.199.67.63
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,52728,172.30.3.167,121.199.67.63
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,52728,172.30.3.167,121.199.67.63
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53366,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,706,1,16384,37,6,53979,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,78,0,16384,37,6,54608,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53366,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53365,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53366,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53365,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53366,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,920,1,16384,37,6,53765,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,78,0,16384,37,6,54608,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,89,0,16384,37,6,54599,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,40,6,43416,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,40,6,43415,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,40,6,43414,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,40,6,43413,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,4,16384,40,6,43412,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,5,16384,40,6,43411,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,40,6,43416,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,40,6,43415,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,40,6,43416,59.110.185.4,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47734,172.30.3.167,183.134.25.14
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47734,172.30.3.167,183.134.25.14
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47734,172.30.3.167,183.134.25.14
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47734,172.30.3.167,183.134.25.14
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,40,6,43415,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,40,6,43414,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,40,6,43413,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,40,6,43416,59.110.185.4,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47734,172.30.3.167,183.134.25.14
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47734,172.30.3.167,183.134.25.14
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,40,6,43415,59.110.185.4,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53366,183.134.25.14,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,38540,172.30.3.167,59.110.185.4
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53365,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53366,183.134.25.14,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47734,172.30.3.167,183.134.25.14
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53365,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47734,172.30.3.167,183.134.25.14
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,37,6,53365,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53366,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,512,0,16384,37,6,54174,183.134.25.14,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,47734,172.30.3.167,183.134.25.14
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,37,6,53365,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,4,16384,37,6,53364,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,5,16384,37,6,53363,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,6,16384,37,6,53362,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1142,7,16384,37,6,53539,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,37,6,53365,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,4,16384,37,6,53364,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,37,6,53365,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,4,16384,37,6,53364,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,5,16384,37,6,53363,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
